name,price,points,position,team,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,is_penalty_taker,is_starter,team_pr,team_gfpg,team_gapg,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,round,pred_points
פרהאן חסאני,3,1,M,צפון מקדוניה,0,22,0,0,0.0,6.05,0.0,0.081,0.0,0.0,0.0,Ferhan Hasani,0,0,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,0.0
לאסלו קליינהייזלר,5,6,M,הונגריה,3,251,0,0,0.3,6.58,1.0,0.93,0.0,0.0,0.0,László Kleinheisler,0,1,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,2.0
קווין וארגה,5,2,M,הונגריה,0,10,0,0,0.0,5.88,0.0,0.037,0.0,0.0,0.0,Kevin Varga,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
אדם נאג'י,4,6,M,הונגריה,3,268,0,0,0.0,6.53,1.0,0.993,0.0,0.0,0.0,Ádám Nagy,0,1,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,2.0
אנדראס שאפר,4,11,M,הונגריה,3,230,1,0,0.7,6.74,1.0,0.852,0.333,0.0,0.167,András Schäfer,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
רולנד שאלאי,4,12,M,הונגריה,3,242,0,2,2.7,7.08,1.0,0.896,0.0,0.667,0.333,Roland Sallai,0,1,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,3.208
תמאס צ'רי,4,1,M,הונגריה,0,16,0,0,0.0,5.92,0.0,0.059,0.0,0.0,0.0,Tamas Cseri,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
דויד סיגר,3,1,M,הונגריה,0,12,0,0,0.0,5.79,0.0,0.044,0.0,0.0,0.0,Dávid Miklós Sigér,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
סבולץ שון,3,2,M,הונגריה,0,29,0,0,0.0,5.92,0.0,0.107,0.0,0.0,0.0,Szabolcs Schön,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
רולנד ורגה,3,1,M,הונגריה,0,2,0,0,0.0,5.89,0.0,0.007,0.0,0.0,0.0,Roland Varga,0,0,0.222,1.04,1.56,צרפת,1.04,1.56,2.0,0.72,-0.703,0.604,3.278,"(0, 3)",2,0.0
ג'ון מגין,6,5,M,סקוטלנד,3,270,0,0,2.3,6.47,1.0,1.0,0.0,,0.0,John McGinn,0,1,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
ג'יימס פורסט,6,1,M,סקוטלנד,0,11,0,0,1.0,6.41,0.0,0.041,0.0,,0.0,James Forrest,0,0,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
סקוט מקטומיניי,6,6,M,סקוטלנד,3,270,0,0,1.0,6.44,1.0,1.0,0.0,,0.0,Scott McTominay,0,1,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
קווין ניסבט,5,3,M,סקוטלנד,0,21,0,0,0.7,6.17,0.0,0.078,0.0,,0.0,Kevin Nisbet,0,0,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
ריאן פרייזר,5,2,M,סקוטלנד,0,43,0,0,1.5,6.05,0.0,0.159,0.0,,0.0,Ryan Fraser,0,0,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
בילי גילמור,4,2,M,סקוטלנד,1,76,0,0,0.0,6.23,0.333,0.281,0.0,,0.0,Billy Gilmour,0,0,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
סטיוארט ארמסטרונג,4,5,M,סקוטלנד,2,151,0,0,0.7,6.13,0.667,0.559,0.0,,0.0,Stuart Armstrong,0,0,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
קאלום מקרגור,4,10,M,סקוטלנד,2,203,1,0,0.7,6.54,0.667,0.752,1.0,,1.0,Callum McGregor,0,1,0.15,1.133,2.000000000000004,אנגליה,1.133,2.000000000000004,3.7,0.8999999999999999,-0.684,0.704,5.131,"(0, 5)",2,
דויד אלאבה,8,7,M,אוסטריה,3,270,0,2,0.3,7.03,1.0,1.0,0.0,0.5,0.25,David Alaba,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,3.584
מרסל זביצר,8,9,M,אוסטריה,3,270,0,1,2.3,6.83,1.0,1.0,0.0,0.25,0.125,Marcel Sabitzer,1,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,3.254
כריסטוף באומגרטנר,7,9,M,אוסטריה,3,161,1,0,1.0,6.62,1.0,0.596,0.25,0.0,0.125,Christoph Baumgartner,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,3.32
אלסנדרו שוף,5,1,M,אוסטריה,0,57,0,0,1.0,6.33,0.0,0.211,0.0,0.0,0.0,Alessandro Schöpf,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
ולנטינו לזארו,5,1,M,אוסטריה,0,20,0,0,0.0,6.22,0.0,0.074,0.0,0.0,0.0,Valentino Lazaro,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
יוליאן באומגרטלינגר,5,1,M,אוסטריה,0,1,0,0,0.0,6.0,0.0,0.004,0.0,0.0,0.0,Julian Baumgartlinger,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,2.0
פלוריאן גריליץ',5,3,M,אוסטריה,1,118,0,0,0.5,6.89,0.333,0.437,0.0,0.0,0.0,Florian Grillitsch,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
קונרד ליימר,5,9,M,אוסטריה,3,224,0,1,0.7,6.37,1.0,0.83,0.0,0.25,0.125,Konrad Laimer,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
קסאבר שלאגר,5,6,M,אוסטריה,3,264,0,0,1.0,6.92,1.0,0.978,0.0,0.0,0.0,Xaver Schlager,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
שטפן אילזנקר,5,2,M,אוסטריה,0,19,0,0,0.0,6.06,0.0,0.07,0.0,0.0,0.0,Stefan Ilsanker,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
סטיבן ברחאוס,10,1,M,הולנד,0,45,0,0,1.0,6.6,0.0,0.167,0.0,0.0,0.0,Steven Berghuis,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
ג'ורג'יניו ווינאלדום,8,22,M,הולנד,3,270,3,0,3.3,7.75,1.0,1.0,0.375,0.0,0.25,Georginio Wijnaldum,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,6.167
קווינסי פרומס,8,1,M,הולנד,0,24,0,0,0.0,6.08,0.0,0.089,0.0,0.0,0.0,Quincy Promes,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
פרנקי דה יונג,7,6,M,הולנד,3,259,0,0,0.0,7.87,1.0,0.959,0.0,0.0,0.0,Frenkie de Jong,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,2.0
קודי גאקפו,6,1,M,הולנד,0,11,0,0,0.0,6.33,0.0,0.041,0.0,0.0,0.0,Cody Gakpo,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
מרטן דה רון,5,3,M,הולנד,2,164,0,0,0.5,6.53,0.667,0.607,0.0,0.0,0.0,Marten de Roon,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
ריאן חראוונברש,5,3,M,הולנד,1,106,0,0,1.0,7.02,0.333,0.393,0.0,0.0,0.0,Ryan Gravenberch,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
אנטואן גרייזמן,13,10,M,צרפת,3,267,1,0,1.7,7.17,1.0,0.989,0.333,0.0,0.25,Antoine Griezmann,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,4.707
עוסמאן דמבלה,11,2,M,צרפת,0,31,0,0,0.5,6.19,0.0,0.115,0.0,0.0,0.0,Ousmane Dembélé,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
קינגסלי קומאן,11,1,M,צרפת,0,24,0,0,0.0,6.46,0.0,0.089,0.0,0.0,0.0,Kingsley Coman,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
פול פוגבה,8,9,M,צרפת,3,256,0,1,1.7,7.31,1.0,0.948,0.0,1.0,0.25,Paul Pogba,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,6.873
תומא למר,8,1,M,צרפת,0,3,0,0,0.0,6.18,0.0,0.011,0.0,0.0,0.0,Thomas Lemar,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
אדריין ראביו,7,4,M,צרפת,2,185,0,0,0.3,6.57,0.667,0.685,0.0,0.0,0.0,Adrien Rabiot,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
אנגולו קאנטה,7,6,M,צרפת,3,270,0,0,0.3,6.99,1.0,1.0,0.0,0.0,0.0,N'Golo Kanté,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,2.0
קורנטין טוליסו,7,4,M,צרפת,1,81,0,0,0.3,6.21,0.333,0.3,0.0,0.0,0.0,Corentin Tolisso,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
מוסא סיסוקו,6,1,M,צרפת,0,3,0,0,0.0,6.01,0.0,0.011,0.0,0.0,0.0,Moussa Sissoko,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
פראן טורס,11,9,M,ספרד,1,127,1,0,1.3,6.47,0.333,0.47,0.25,0.0,0.125,Ferran Torres,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
דני אולמו,10,4,M,ספרד,2,135,0,0,3.0,6.85,0.667,0.5,0.0,0.0,0.0,Dani Olmo,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
מיקל אוירסבאל,9,3,M,ספרד,0,32,0,0,0.3,6.14,0.0,0.119,0.0,0.0,0.0,Mikel Oyarzabal,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
טיאגו אלקנטרה,8,2,M,ספרד,0,44,0,0,0.5,6.51,0.0,0.163,0.0,0.0,0.0,Thiago,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
פבלו סראביה,8,12,M,ספרד,1,136,1,1,1.7,7.15,0.333,0.504,0.25,0.25,0.25,Pablo Sarabia,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
פדרי,7,6,M,ספרד,3,270,0,0,0.0,6.72,1.0,1.0,0.0,0.0,0.0,Pedri,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,2.0
קוקה,7,8,M,ספרד,3,245,0,0,1.0,7.13,1.0,0.907,0.0,0.0,0.0,Koke,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,2.0
רודרי,6,3,M,ספרד,2,155,0,0,1.0,6.81,0.667,0.574,0.0,0.0,0.0,Rodri,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,2.0
אדאמה טראורה,6,1,M,ספרד,0,13,0,0,0.0,6.57,0.0,0.048,0.0,0.0,0.0,Adama Traoré,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
סרחיו בוסקטס,6,1,M,ספרד,1,71,0,0,0.0,7.3,0.333,0.263,0.0,0.0,0.0,Sergio Busquets,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,2.0
פביאן רואיס,6,2,M,ספרד,0,25,0,0,0.0,6.13,0.0,0.093,0.0,0.0,0.0,Fabián Ruiz,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
קווין דה בריינה,13,14,M,בלגיה,1,135,1,2,1.5,8.84,0.333,0.5,0.167,0.5,0.3,Kevin De Bruyne,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,13.606
אדן הזאר,12,7,M,בלגיה,1,139,0,1,1.3,6.88,0.333,0.515,0.0,0.25,0.1,Eden Hazard,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,5.73
יאניק קראסקו,9,3,M,בלגיה,2,136,0,0,0.5,6.48,0.667,0.504,0.0,0.0,0.0,Yannick Carrasco,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,2.0
טורגן הזאר,8,8,M,בלגיה,2,180,1,0,1.0,7.37,0.667,0.667,0.167,0.0,0.1,Thorgan Hazard,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
האנס ואנקן,7,1,M,בלגיה,0,1,0,0,0.0,6.0,0.0,0.004,0.0,0.0,0.0,Hans Vanaken,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
ז'רמי דוקו,7,2,M,בלגיה,1,75,0,0,2.0,7.05,0.333,0.278,0.0,0.0,0.0,Jéremy Doku,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
יורי טיילמנס,7,4,M,בלגיה,2,180,0,0,0.5,6.73,0.667,0.667,0.0,0.0,0.0,Youri Tielemans,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
אקסל ויטסל,6,3,M,בלגיה,1,121,0,0,1.0,7.01,0.333,0.448,0.0,0.0,0.0,Axel Witsel,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
דניס פראט,6,1,M,בלגיה,0,13,0,0,0.0,6.06,0.0,0.048,0.0,0.0,0.0,Dennis Praet,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
לאנדר דנדונקר,6,3,M,בלגיה,2,149,0,0,0.5,6.86,0.667,0.552,0.0,0.0,0.0,Leander Dendoncker,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
לאנדרו טרוסארד,6,2,M,בלגיה,1,75,0,0,1.0,6.68,0.333,0.278,0.0,0.0,0.0,Leandro Trossard,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
נאסר צ'אדלי,5,2,M,בלגיה,1,90,0,0,1.0,6.97,0.333,0.333,0.0,0.0,0.0,Nacer Chadli,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
לירוי סאנה,12,3,M,גרמניה,1,108,0,0,0.3,6.2,0.333,0.4,0.0,0.0,0.0,Leroy Sané,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,2.0
תומאס מולר,12,5,M,גרמניה,2,203,0,0,1.3,6.56,0.667,0.752,0.0,0.0,0.0,Thomas Müller,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,2.0
קאי האברץ,10,15,M,גרמניה,3,214,2,0,3.0,6.77,1.0,0.793,0.5,0.0,0.286,Kai Havertz,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,9.933
אילקאי גונדואן,9,4,M,גרמניה,3,221,0,0,0.3,6.33,1.0,0.819,0.0,0.0,0.0,Ilkay Gündogan,1,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,2.462
לאון גורצקה,9,7,M,גרמניה,0,49,1,0,1.0,6.86,0.0,0.181,0.25,0.0,0.143,Leon Goretzka,0,0,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,0.0
טוני קרוס,8,6,M,גרמניה,3,270,0,0,1.3,7.16,1.0,1.0,0.0,0.0,0.0,Toni Kroos,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,2.0
יוזואה קימיך,8,8,M,גרמניה,3,270,0,1,0.3,6.93,1.0,1.0,0.0,0.333,0.143,Joshua Kimmich,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,5.173
ג'מאל מוסיאלה,7,1,M,גרמניה,0,8,0,0,0.0,6.12,0.0,0.03,0.0,0.0,0.0,Jamal Musiala,0,0,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,0.0
לורנצו אינסינייה,11,9,M,איטליה,2,150,1,0,3.5,7.24,0.667,0.558,0.167,0.0,0.091,Lorenzo Insigne,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,4.387
דומניקו ברארדי,10,7,M,איטליה,2,155,0,1,3.5,7.21,0.667,0.576,0.0,0.2,0.091,Domenico Berardi,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,3.719
פדריקו קייזה,9,4,M,איטליה,1,120,0,0,1.3,6.61,0.333,0.446,0.0,0.0,0.0,Federico Chiesa,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
פדריקו ברנרדרסקי,7,3,M,איטליה,1,80,0,0,1.5,6.65,0.333,0.297,0.0,0.0,0.0,Federico Bernardeschi,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
ז'ורז'יניו,6,6,M,איטליה,3,255,0,0,0.0,7.54,1.0,0.948,0.0,0.0,0.0,Jorginho,1,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,2.462
מרקו וראטי,6,5,M,איטליה,1,90,0,1,2.0,8.56,0.333,0.335,0.0,0.2,0.091,Marco Verratti,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
ניקולו בארלה,6,7,M,איטליה,2,177,0,1,1.0,7.07,0.667,0.658,0.0,0.2,0.091,Nicolò Barella,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,3.719
בריאן כריסטנטה,5,3,M,איטליה,0,35,0,0,0.3,6.16,0.0,0.13,0.0,0.0,0.0,Bryan Cristante,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
מנואל לוקאטלי,5,15,M,איטליה,2,160,2,0,1.5,7.86,0.667,0.595,0.333,0.0,0.182,Manuel Locatelli,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,6.775
ג'יידון סאנצ'ו,13,1,M,אנגליה,0,6,0,0,0.0,6.04,0.0,0.022,0.0,0.0,0.0,Jadon Sancho,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
מרכוס רשפורד,12,3,M,אנגליה,0,58,0,0,0.0,6.18,0.0,0.215,0.0,0.0,0.0,Marcus Rashford,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ראחים סטרלינג,11,16,M,אנגליה,3,247,2,0,1.7,6.85,1.0,0.915,1.0,0.0,0.5,Raheem Sterling,0,1,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,20.681
פיל פודן,10,3,M,אנגליה,2,134,0,0,1.0,6.35,0.667,0.496,0.0,0.0,0.0,Phil Foden,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
מייסון מאונט,9,4,M,אנגליה,2,180,0,0,2.0,7.38,0.667,0.667,0.0,0.0,0.0,Mason Mount,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ג'ק גריליש,7,6,M,אנגליה,1,95,0,1,0.0,6.88,0.333,0.352,0.0,0.5,0.25,Jack Grealish,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
בוקאיו סאקה,6,2,M,אנגליה,1,84,0,0,0.0,6.96,0.333,0.311,0.0,0.0,0.0,Bukayo Saka,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ג'וד בלינגהאם,6,2,M,אנגליה,0,30,0,0,0.0,6.18,0.0,0.111,0.0,0.0,0.0,Jude Bellingham,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ג'ורדן הנדרסון,6,1,M,אנגליה,0,45,0,0,0.0,6.15,0.0,0.167,0.0,0.0,0.0,Jordan Henderson,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
דקלאן רייס,6,5,M,אנגליה,3,226,0,0,0.0,6.45,1.0,0.837,0.0,0.0,0.0,Declan Rice,0,1,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,2.0
קלווין פיליפס,5,9,M,אנגליה,3,270,0,1,0.3,6.97,1.0,1.0,0.0,0.5,0.25,Kalvin Phillips,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ברונו פרננדש,11,5,M,פורטוגל,2,171,0,0,0.7,6.22,0.667,0.633,0.0,0.0,0.0,Bruno Fernandes,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
ברנרדו סילבה,11,5,M,פורטוגל,3,189,0,0,0.0,6.47,1.0,0.7,0.0,0.0,0.0,Bernardo Silva,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
סרחיו אוליביירה,7,1,M,פורטוגל,0,2,0,0,0.0,5.98,0.0,0.007,0.0,0.0,0.0,Sérgio Oliveira,0,0,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,0.0
רפא סילבה,7,10,M,פורטוגל,0,51,0,1,0.0,6.73,0.0,0.189,0.0,0.333,0.1,Rafa,0,0,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,0.0
ז'ואאו מוטיניו,6,4,M,פורטוגל,1,100,0,0,0.7,6.32,0.333,0.37,0.0,0.0,0.0,João Moutinho,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
רובן נבס,6,1,M,פורטוגל,0,17,0,0,0.0,6.1,0.0,0.063,0.0,0.0,0.0,Rúben Neves,0,0,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,0.0
רנאטו סאנצ'ס,6,4,M,פורטוגל,1,142,0,0,0.7,6.89,0.333,0.526,0.0,0.0,0.0,Renato Sanches,0,0,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,0.0
